Customer_Policy_ID,Customer_ID,Customer_Policy_Type,Customer_Coverage_Amount,Customer_Annual_Premium,Policy_Start_Date,Policy_End_Date,Policy_Duration_Days,Agent_ID,Customer_Policy_Status,Premium_Collected
POL52049,CUST11478,Health,692018.0,43678.8,2021-10-04,2024-02-17,866,AGT5268,Active,103632.441
POL52055,CUST11391,Property,404226.0,29912.0,2023-04-15,2023-09-08,146,AGT5138,Active,11964.8
POL52056,CUST12236,Term,798495.0,47252.2,2021-02-13,2025-04-16,1523,AGT5055,Active,197164.659
POL52057,CUST11591,Whole,882582.0,33106.3,2024-03-22,2024-12-03,256,AGT5258,Active,23219.761
POL52058,CUST11907,Vehicle,634914.0,40054.1,2022-09-22,2023-12-15,449,AGT5038,Active,49272.03
POL52060,CUST11929,Health,975051.0,26979.7,2023-11-25,2024-12-02,373,AGT5283,Lapsed,27571.036
POL52061,CUST12109,Property,837140.0,18653.3,2022-02-14,2025-04-19,1160,AGT5158,Cancelled,59281.721
POL52062,CUST11310,Health,532510.0,26456.4,2022-12-26,2024-12-12,717,AGT5140,Active,51970.517
POL52063,CUST12484,Whole,887088.0,30996.8,2021-04-07,2023-06-03,787,AGT5069,Lapsed,66834.196
POL52064,CUST11943,Vehicle,158428.0,23909.2,2021-03-10,2024-03-21,1107,AGT5076,Lapsed,72513.656
POL52065,CUST10142,Property,198922.0,47380.4,2022-09-11,2023-07-08,300,AGT5191,Lapsed,38942.795
POL52066,CUST11937,Vehicle,962453.0,37002.2,2024-02-05,2024-07-30,176,AGT5140,Lapsed,17842.157
POL52069,CUST11009,Whole,642911.0,37709.3,2023-10-27,2024-10-05,344,AGT5086,Active,35539.724
POL52070,CUST11703,Whole,855506.0,30780.6,2024-01-12,2024-09-26,258,AGT5040,Cancelled,21757.246
POL52071,CUST12172,Health,189841.0,5322.68,2023-09-26,2025-02-11,504,AGT5140,Lapsed,7349.673
POL52072,CUST10031,Whole,294461.0,8011.67,2021-03-26,2024-06-18,1180,AGT5033,Lapsed,25900.741
POL52073,CUST12475,Vehicle,581473.0,38414.9,2024-03-27,2024-07-06,101,AGT5196,Lapsed,10629.876
POL52074,CUST10769,Whole,770923.0,10148.8,2022-04-18,2023-07-18,456,AGT5289,Active,12679.049
POL52075,CUST12344,Health,574209.0,7667.63,2022-04-23,2023-04-06,348,AGT5184,Cancelled,7310.508
POL52076,CUST10608,Health,350795.0,7432.21,2023-09-18,2025-06-08,629,AGT5194,Cancelled,12807.836
POL52077,CUST11029,Whole,763203.0,40117.2,2023-07-24,2024-08-26,399,AGT5075,Active,43854.145
POL52080,CUST11166,Property,944669.0,37179.8,2021-04-22,2021-12-02,224,AGT5002,Cancelled,22817.192
POL52081,CUST11576,Vehicle,730007.0,35530.1,2022-06-01,2023-08-10,435,AGT5055,Cancelled,42344.092
POL52084,CUST10899,Term,729120.0,28769.8,2022-06-30,2024-03-20,629,AGT5280,Active,49578.642
POL52085,CUST10738,Term,908476.0,46190.3,2023-11-21,2024-08-15,268,AGT5017,Active,33915.07
POL52087,CUST12316,Property,256001.0,6120.36,2022-03-11,2024-06-08,820,AGT5019,Cancelled,13749.85
POL52088,CUST10851,Property,924089.0,42550.0,2021-06-22,2022-05-19,331,AGT5252,Cancelled,38586.438
POL52089,CUST11378,Whole,956313.0,14816.0,2023-02-11,2023-12-18,310,AGT5204,Cancelled,12583.452
POL52090,CUST11858,Property,158301.0,20671.5,2024-01-17,2025-03-12,420,AGT5206,Active,23786.384
POL52091,CUST12426,Whole,187615.0,32061.8,2024-05-21,2025-03-20,303,AGT5293,Active,26615.686
POL52092,CUST10792,Vehicle,291415.0,9399.84,2022-06-26,2023-07-16,385,AGT5206,Cancelled,9914.9
POL52094,CUST12158,Term,572626.0,44637.1,2023-03-02,2025-03-24,753,AGT5048,Active,92086.949
POL52095,CUST11683,Health,541156.0,25920.3,2023-12-20,2024-09-09,264,AGT5014,Lapsed,18747.833
POL52096,CUST11556,Term,876566.0,37182.3,2023-02-21,2024-12-31,679,AGT5052,Cancelled,69169.265
POL52098,CUST11589,Term,691817.0,42664.0,2021-12-03,2023-03-22,474,AGT5059,Lapsed,55404.756
POL52099,CUST11894,Vehicle,412218.0,3464.82,2022-11-25,2023-06-25,212,AGT5176,Cancelled,2012.443
POL52100,CUST11951,Whole,350106.0,45218.8,2024-04-30,2025-04-15,350,AGT5231,Lapsed,43360.493
POL52101,CUST11735,Health,306343.0,13602.9,2021-06-12,2024-01-25,957,AGT5188,Cancelled,35665.686
POL52102,CUST10820,Health,398446.0,19083.1,2023-11-12,2024-02-25,105,AGT5230,Lapsed,5489.659
POL52105,CUST10092,Term,455116.0,14856.0,2021-10-24,2022-06-04,223,AGT5005,Active,9076.405
POL52106,CUST12111,Whole,118266.0,15211.2,2021-07-31,2024-08-15,1111,AGT5287,Active,46300.392
POL52107,CUST10872,Health,393877.0,27430.0,2024-06-12,2024-10-25,135,AGT5080,Cancelled,10145.342
POL52108,CUST11169,Vehicle,184602.0,4184.11,2021-11-30,2025-03-25,1211,AGT5283,Cancelled,13882.075
POL52109,CUST12499,Vehicle,896066.0,20982.4,2022-08-25,2024-10-07,774,AGT5101,Active,44494.185
POL52110,CUST12339,Term,410242.0,29577.4,2023-05-14,2023-11-09,179,AGT5274,Cancelled,14505.081
POL52111,CUST11215,Term,111870.0,17476.7,2022-11-17,2024-02-01,441,AGT5245,Active,21115.684
POL52112,CUST10703,Health,842922.0,10800.5,2024-03-23,2024-11-02,224,AGT5023,Active,6628.252
POL52115,CUST10800,Vehicle,862119.0,23276.8,2022-09-18,2025-06-08,994,AGT5132,Active,63389.422
POL52117,CUST11392,Vehicle,478436.0,7482.9,2023-02-11,2025-03-26,774,AGT5101,Cancelled,15867.848
POL52119,CUST12248,Property,457100.0,24284.8,2021-06-30,2023-02-01,581,AGT5162,Active,38656.079
POL52120,CUST12014,Term,559382.0,32685.5,2023-09-17,2025-05-01,592,AGT5250,Active,53013.195
POL52122,CUST11008,Whole,128758.0,46681.4,2024-06-02,2024-09-26,116,AGT5290,Lapsed,14835.733
POL52123,CUST10884,Property,624243.0,33826.2,2023-04-01,2025-04-30,760,AGT5252,Cancelled,70432.636
POL52124,CUST11033,Health,362261.0,5461.11,2023-07-20,2024-06-01,317,AGT5143,Cancelled,4742.937
POL52125,CUST11914,Vehicle,118590.0,5545.67,2023-07-20,2023-12-19,152,AGT5215,Active,2309.43
POL52126,CUST10902,Vehicle,879064.0,41535.3,2023-05-30,2024-10-02,491,AGT5014,Active,55873.513
POL52128,CUST12180,Vehicle,320933.0,29843.1,2021-09-12,2024-01-11,851,AGT5005,Lapsed,69579.392
POL52130,CUST10532,Vehicle,279798.0,9370.29,2023-04-28,2023-05-21,23,AGT5201,Cancelled,590.457
POL52131,CUST12286,Term,848818.0,47770.7,2023-03-15,2024-03-14,365,AGT5020,Cancelled,47770.7
POL52132,CUST12065,Whole,205658.0,43073.6,2021-03-18,2024-02-28,1077,AGT5224,Lapsed,127096.622
POL52134,CUST10856,Term,942353.0,36176.2,2023-12-04,2025-01-13,406,AGT5088,Cancelled,40239.828
POL52136,CUST11662,Whole,889130.0,13393.7,2021-08-30,2023-07-27,696,AGT5267,Cancelled,25539.768
POL52139,CUST12443,Term,813041.0,33192.4,2021-01-29,2024-04-20,1177,AGT5264,Lapsed,107034.123
POL52140,CUST10576,Whole,710092.0,4640.29,2021-06-19,2025-05-19,1430,AGT5135,Lapsed,18179.766
POL52141,CUST11521,Vehicle,456604.0,22132.8,2022-11-13,2022-12-11,28,AGT5139,Cancelled,1697.859
POL52143,CUST12194,Vehicle,423923.0,29576.6,2022-08-01,2022-11-08,99,AGT5217,Active,8022.146
POL52144,CUST12443,Vehicle,262469.0,32508.9,2023-08-08,2023-11-19,103,AGT5200,Cancelled,9173.744
POL52145,CUST10441,Property,334023.0,28161.3,2021-06-17,2022-12-02,533,AGT5215,Lapsed,41123.213
POL52146,CUST11489,Property,835463.0,20419.7,2022-10-06,2022-11-29,54,AGT5256,Cancelled,3020.997
POL52147,CUST10138,Property,880819.0,26424.1,2024-02-16,2024-11-30,288,AGT5258,Active,20849.701
POL52148,CUST11961,Term,655229.0,10581.7,2024-07-22,2024-08-05,14,AGT5274,Cancelled,405.873
POL52149,CUST10309,Vehicle,737278.0,32243.1,2023-04-05,2025-06-11,798,AGT5213,Cancelled,70493.134
POL52150,CUST11793,Health,685651.0,47261.3,2022-01-10,2022-10-19,282,AGT5028,Active,36514.21
POL52153,CUST11212,Whole,650390.0,39850.8,2020-08-24,2023-10-10,1142,AGT5230,Cancelled,124683.873
POL52154,CUST10937,Health,468535.0,32421.1,2022-05-13,2022-11-22,193,AGT5156,Active,17143.212
POL52155,CUST11437,Whole,201199.0,10208.4,2023-08-19,2023-10-08,50,AGT5021,Active,1398.411
POL52157,CUST10170,Property,512042.0,10888.2,2022-12-30,2024-09-09,619,AGT5159,Lapsed,18465.194
POL52158,CUST12425,Term,406285.0,16868.2,2022-01-13,2024-06-29,898,AGT5223,Cancelled,41500.393
POL52159,CUST11928,Term,660265.0,27848.8,2022-11-21,2025-04-17,878,AGT5278,Active,66989.716
POL52160,CUST12489,Term,865811.0,41682.1,2021-12-23,2023-10-02,648,AGT5286,Cancelled,74000.002
POL52161,CUST10795,Whole,136322.0,15380.8,2022-11-02,2024-07-03,609,AGT5088,Active,25662.759
POL52163,CUST12234,Health,465414.0,19751.2,2024-02-16,2024-08-04,170,AGT5238,Active,9199.189
POL52164,CUST11649,Whole,155842.0,6452.83,2023-02-27,2024-10-24,605,AGT5065,Cancelled,10695.787
POL52165,CUST11234,Whole,558721.0,30160.1,2022-02-10,2024-01-21,710,AGT5237,Active,58667.592
POL52166,CUST10380,Property,622724.0,17439.8,2023-02-02,2024-03-09,401,AGT5156,Cancelled,19159.89
POL52168,CUST11288,Health,189790.0,8102.56,2024-02-15,2025-05-02,442,AGT5035,Lapsed,9811.867
POL52169,CUST11514,Term,501366.0,40733.7,2024-02-26,2024-12-10,288,AGT5008,Cancelled,32140.563
POL52170,CUST11540,Property,513219.0,9362.84,2023-01-23,2025-06-02,861,AGT5261,Cancelled,22086.042
POL52171,CUST10494,Term,128411.0,40325.7,2023-04-28,2023-08-13,107,AGT5010,Lapsed,11821.507
POL52172,CUST10926,Vehicle,836385.0,19900.1,2023-12-23,2025-05-27,521,AGT5139,Lapsed,28405.348
POL52174,CUST11125,Term,216436.0,7151.44,2024-05-01,2025-06-08,403,AGT5158,Active,7895.973
POL52175,CUST11632,Term,709007.0,26462.9,2023-08-29,2024-11-20,449,AGT5255,Lapsed,32552.992
POL52176,CUST11513,Vehicle,774915.0,48086.6,2022-07-26,2024-11-21,849,AGT5025,Cancelled,111850.749
POL52179,CUST10406,Property,480287.0,5429.49,2023-01-30,2023-07-16,167,AGT5209,Cancelled,2484.178
POL52181,CUST10656,Vehicle,960650.0,19699.0,2022-07-12,2024-09-07,788,AGT5017,Active,42528.252
POL52182,CUST11962,Property,946425.0,3581.81,2021-11-04,2022-01-24,81,AGT5195,Active,794.867
POL52183,CUST11978,Vehicle,705031.0,21147.4,2021-05-19,2024-09-07,1207,AGT5003,Lapsed,69931.265
POL52184,CUST12361,Health,219561.0,5945.02,2023-03-23,2024-05-01,405,AGT5182,Active,6596.529
POL52186,CUST11242,Property,855383.0,37510.6,2021-08-11,2022-05-30,292,AGT5089,Cancelled,30008.48
POL52187,CUST11973,Property,781548.0,18890.2,2022-08-13,2024-11-25,835,AGT5067,Lapsed,43214.567
POL52189,CUST12290,Vehicle,230574.0,27742.6,2021-04-26,2024-05-31,1131,AGT5033,Active,85964.056
POL52190,CUST12046,Whole,783206.0,16524.2,2023-04-19,2023-11-05,200,AGT5073,Lapsed,9054.356
POL52191,CUST11471,Whole,720396.0,26141.4,2023-06-17,2023-08-26,70,AGT5275,Active,5013.419
POL52193,CUST12489,Whole,318408.0,39107.0,2024-01-28,2024-07-01,155,AGT5151,Lapsed,16607.082
POL52194,CUST11868,Term,513648.0,6818.24,2023-07-06,2023-11-12,129,AGT5099,Active,2409.734
POL52195,CUST10676,Health,963140.0,5958.5,2021-05-13,2024-08-11,1186,AGT5181,Lapsed,19361.044
POL52196,CUST10673,Term,188714.0,9301.75,2021-07-01,2024-02-12,956,AGT5106,Lapsed,24362.94
POL52197,CUST12412,Whole,199836.0,23894.6,2023-09-28,2023-10-12,14,AGT5072,Active,916.505
POL52198,CUST11712,Vehicle,555604.0,16909.0,2021-07-26,2022-04-09,257,AGT5177,Active,11905.789
POL52199,CUST11484,Health,339636.0,43688.3,2023-06-06,2025-03-09,642,AGT5002,Active,76843.53
POL52200,CUST11615,Health,366044.0,45619.6,2024-03-02,2024-09-02,184,AGT5227,Active,22997.278
POL52201,CUST12248,Vehicle,545827.0,31213.2,2023-11-20,2024-02-29,101,AGT5031,Cancelled,8637.077
POL52202,CUST11397,Health,832584.0,3719.58,2022-06-23,2023-06-15,357,AGT5013,Cancelled,3638.055
POL52203,CUST12227,Health,402189.0,28803.3,2022-11-02,2024-10-07,705,AGT5019,Lapsed,55633.771
POL52206,CUST12032,Vehicle,636162.0,43895.9,2021-02-09,2025-03-02,1482,AGT5295,Lapsed,178229.38
POL52207,CUST10375,Vehicle,783228.0,41340.1,2021-07-05,2022-02-18,228,AGT5085,Cancelled,25823.405
POL52208,CUST11806,Health,572052.0,12651.4,2021-10-09,2021-10-20,11,AGT5262,Lapsed,381.275
POL52209,CUST10307,Property,261405.0,22856.9,2022-10-11,2024-06-07,605,AGT5042,Active,37886.095
POL52210,CUST10818,Health,507632.0,11712.6,2024-05-19,2025-04-22,338,AGT5293,Active,10846.188
POL52212,CUST11988,Term,427986.0,31974.0,2024-06-01,2025-07-16,410,AGT5259,Active,35916.0
POL52213,CUST10873,Term,360498.0,44717.9,2021-08-11,2023-08-06,725,AGT5082,Active,88823.226
POL52214,CUST11440,Term,950205.0,3426.97,2022-01-12,2022-04-10,88,AGT5216,Active,826.228
POL52217,CUST10624,Property,224065.0,48308.6,2024-02-18,2024-09-29,224,AGT5086,Lapsed,29646.922
POL52219,CUST12010,Term,865626.0,43682.3,2021-07-09,2024-11-01,1211,AGT5256,Active,144929.494
POL52221,CUST12147,Property,877361.0,33373.5,2020-08-31,2021-06-23,296,AGT5055,Active,27064.537
POL52224,CUST10656,Property,315304.0,37750.1,2021-06-16,2021-11-01,138,AGT5139,Cancelled,14272.641
POL52225,CUST11909,Whole,426017.0,14489.9,2022-12-07,2023-09-26,293,AGT5050,Active,11631.618
POL52227,CUST11205,Whole,736144.0,42412.1,2024-05-14,2024-06-05,22,AGT5289,Cancelled,2556.346
POL52228,CUST10628,Whole,843534.0,7489.95,2022-09-29,2024-03-26,544,AGT5274,Active,11163.104
POL52230,CUST10569,Health,663829.0,42895.5,2022-03-19,2024-12-04,991,AGT5016,Active,116464.221
POL52231,CUST11846,Term,476321.0,15673.8,2021-03-12,2021-09-14,186,AGT5120,Lapsed,7987.197
POL52232,CUST10040,Health,229534.0,37678.6,2022-11-08,2024-09-08,670,AGT5280,Active,69163.458
POL52233,CUST11963,Vehicle,500196.0,43795.6,2024-01-15,2024-02-04,20,AGT5185,Lapsed,2399.759
POL52236,CUST11558,Vehicle,247067.0,26110.8,2022-10-23,2025-01-22,822,AGT5179,Lapsed,58802.952
POL52238,CUST11322,Term,247748.0,29854.9,2021-03-03,2024-07-06,1221,AGT5015,Active,99870.775
POL52239,CUST12127,Term,247751.0,32089.1,2024-02-02,2025-01-05,338,AGT5185,Lapsed,29715.386
POL52241,CUST10502,Term,696956.0,5347.89,2024-06-16,2025-03-31,288,AGT5138,Cancelled,4219.705
POL52242,CUST11454,Vehicle,785520.0,18634.7,2023-05-07,2023-07-02,56,AGT5252,Active,2859.022
POL52243,CUST12324,Health,828510.0,43982.1,2022-07-02,2022-07-14,12,AGT5271,Lapsed,1445.987
POL52244,CUST10275,Property,532971.0,30048.1,2023-03-09,2024-10-29,600,AGT5188,Active,49394.137
POL52245,CUST10856,Property,623332.0,38175.7,2024-03-03,2024-04-19,47,AGT5038,Active,4915.775
POL52246,CUST12151,Whole,908078.0,31419.0,2021-01-09,2023-04-28,839,AGT5174,Lapsed,72220.66
POL52247,CUST10495,Property,344620.0,13308.7,2023-08-13,2024-03-07,207,AGT5059,Cancelled,7547.674
POL52248,CUST10316,Property,667272.0,44182.7,2021-11-06,2025-01-26,1177,AGT5281,Active,142474.076
POL52250,CUST11719,Whole,224343.0,42693.4,2023-09-10,2023-09-25,15,AGT5115,Lapsed,1754.523
POL52251,CUST11158,Property,624195.0,33210.1,2024-02-11,2024-06-22,132,AGT5088,Cancelled,12010.228
POL52252,CUST12372,Vehicle,270752.0,37626.8,2024-05-16,2024-09-07,114,AGT5285,Active,11751.932
POL52253,CUST10850,Term,934473.0,20287.1,2022-01-13,2022-02-17,35,AGT5235,Lapsed,1945.338
POL52256,CUST10032,Property,156317.0,31770.1,2021-12-10,2024-12-08,1094,AGT5013,Active,95223.259
POL52257,CUST12328,Term,307260.0,17811.7,2022-07-19,2023-08-05,382,AGT5188,Cancelled,18641.286
POL52258,CUST11267,Vehicle,293836.0,12378.6,2023-05-18,2024-02-28,286,AGT5183,Lapsed,9699.396
POL52259,CUST11733,Vehicle,430370.0,48442.3,2024-01-01,2024-09-19,262,AGT5027,Lapsed,34772.281
POL52261,CUST11066,Term,492118.0,49232.5,2023-08-03,2024-01-01,151,AGT5177,Cancelled,20367.418
POL52262,CUST12254,Whole,481302.0,3124.91,2022-02-21,2024-12-31,1044,AGT5165,Active,8938.099
POL52263,CUST11935,Property,171588.0,20197.2,2023-03-19,2025-06-21,825,AGT5193,Active,45651.205
POL52265,CUST11290,Whole,605002.0,3571.03,2023-03-05,2025-03-19,745,AGT5257,Lapsed,7288.815
POL52266,CUST10302,Term,830327.0,30949.5,2023-07-17,2025-02-05,569,AGT5044,Cancelled,48247.303
POL52267,CUST11506,Property,699637.0,5506.2,2021-10-28,2025-02-24,1215,AGT5035,Lapsed,18328.858
POL52268,CUST10311,Health,730587.0,5822.94,2023-08-02,2025-07-09,707,AGT5147,Lapsed,11278.955
POL52269,CUST11743,Vehicle,182445.0,47044.2,2024-06-12,2025-07-07,390,AGT5257,Cancelled,50266.405
POL52270,CUST10891,Health,870030.0,28515.6,2023-08-08,2024-09-22,411,AGT5052,Active,32109.347
POL52272,CUST10441,Whole,225851.0,39427.1,2020-10-21,2022-09-14,693,AGT5043,Cancelled,74857.48
POL52274,CUST11406,Whole,954840.0,25736.7,2022-12-09,2023-09-04,269,AGT5086,Cancelled,18967.595
POL52275,CUST10296,Health,935272.0,4645.76,2024-03-21,2025-05-19,424,AGT5037,Cancelled,5396.718
POL52276,CUST10955,Health,187989.0,31085.5,2024-06-08,2024-11-19,164,AGT5069,Active,13967.184
POL52277,CUST12033,Property,948714.0,41301.1,2022-12-25,2025-03-17,813,AGT5276,Lapsed,91993.957
POL52278,CUST11191,Whole,105271.0,12617.1,2021-02-10,2024-07-10,1246,AGT5061,Cancelled,43070.977
POL52279,CUST10328,Whole,745292.0,10607.4,2021-06-08,2023-05-04,695,AGT5220,Active,20197.652
POL52280,CUST10570,Vehicle,211338.0,20345.2,2020-09-05,2021-03-16,192,AGT5149,Cancelled,10702.133
POL52281,CUST11019,Health,545463.0,10965.1,2023-04-16,2024-06-24,435,AGT5199,Lapsed,13067.996
POL52285,CUST10995,Whole,721920.0,37758.7,2022-03-31,2023-01-27,302,AGT5186,Lapsed,31241.445
POL52288,CUST10011,Health,850137.0,27797.3,2021-11-30,2023-11-13,713,AGT5189,Active,54299.931
POL52289,CUST10816,Vehicle,638022.0,29382.2,2022-07-12,2023-05-24,316,AGT5284,Active,25437.74
POL52290,CUST11841,Health,388441.0,15674.3,2023-05-07,2024-11-19,562,AGT5296,Lapsed,24134.128
POL52292,CUST10357,Term,190027.0,16353.7,2023-03-03,2023-10-02,213,AGT5162,Active,9543.392
POL52293,CUST10783,Vehicle,845826.0,36073.8,2021-11-26,2024-08-01,979,AGT5070,Cancelled,96756.85
POL52294,CUST11087,Whole,663181.0,33888.0,2023-12-05,2024-09-25,295,AGT5245,Active,27388.932
POL52295,CUST10817,Term,542035.0,29514.5,2021-02-17,2024-11-26,1378,AGT5297,Cancelled,111427.345
POL52297,CUST12211,Whole,682336.0,4344.3,2023-05-02,2024-11-11,559,AGT5044,Cancelled,6653.325
POL52298,CUST11154,Vehicle,896513.0,9604.6,2022-10-07,2023-09-17,345,AGT5038,Lapsed,9078.321
POL52300,CUST10861,Property,670705.0,41740.4,2024-01-17,2024-05-13,117,AGT5124,Cancelled,13379.799
POL52301,CUST11754,Property,811201.0,23723.2,2023-08-22,2025-05-12,629,AGT5048,Cancelled,40881.898
POL52302,CUST11862,Term,635460.0,38881.1,2024-05-19,2025-04-22,338,AGT5260,Lapsed,36004.964
POL52303,CUST11033,Term,725650.0,47141.3,2024-06-02,2025-06-22,385,AGT5054,Lapsed,49724.385
POL52304,CUST10018,Term,794834.0,19789.2,2022-08-22,2023-02-14,176,AGT5050,Cancelled,9542.19
POL52305,CUST11973,Vehicle,542068.0,23194.1,2023-07-27,2024-06-03,312,AGT5065,Cancelled,19826.19
POL52306,CUST10624,Vehicle,825237.0,39537.9,2022-09-25,2025-04-22,940,AGT5092,Active,101823.633
POL52307,CUST11534,Property,378560.0,37091.8,2022-10-03,2024-02-17,502,AGT5115,Lapsed,51013.928
POL52308,CUST10572,Vehicle,533415.0,34228.3,2022-02-24,2024-01-27,702,AGT5023,Lapsed,65830.867
POL52309,CUST11625,Term,456626.0,16735.1,2023-02-07,2023-06-17,130,AGT5001,Active,5960.447
POL52311,CUST11452,Property,445942.0,26657.9,2021-08-06,2022-07-13,341,AGT5189,Cancelled,24905.052
POL52314,CUST10416,Health,256745.0,33758.4,2023-10-06,2024-09-10,340,AGT5136,Cancelled,31446.181
POL52319,CUST12063,Vehicle,164753.0,49994.2,2022-05-24,2023-06-28,400,AGT5007,Lapsed,54788.164
POL52320,CUST12446,Whole,102689.0,45881.1,2021-03-28,2023-02-25,699,AGT5285,Active,87865.449
POL52321,CUST12371,Vehicle,648110.0,49043.3,2022-02-28,2022-07-29,151,AGT5234,Active,20289.146
POL52322,CUST12251,Term,606027.0,49534.9,2021-12-30,2023-01-27,393,AGT5018,Lapsed,53334.838
POL52323,CUST10659,Property,814094.0,38412.0,2022-08-13,2022-12-10,119,AGT5092,Active,12523.364
POL52324,CUST11676,Property,742626.0,16148.4,2023-09-02,2024-02-24,175,AGT5205,Cancelled,7742.384
POL52325,CUST12296,Property,749917.0,28815.5,2020-11-18,2022-12-09,751,AGT5031,Lapsed,59288.878
POL52326,CUST10451,Property,438847.0,11380.1,2022-09-27,2024-09-26,730,AGT5138,Active,22760.2
POL52327,CUST11955,Property,314710.0,16826.9,2023-05-30,2024-12-04,554,AGT5165,Cancelled,25540.007
POL52328,CUST11682,Vehicle,256360.0,36739.7,2024-02-17,2024-03-26,38,AGT5055,Active,3824.955
POL52329,CUST10574,Vehicle,366624.0,24439.0,2022-09-20,2023-01-20,122,AGT5230,Lapsed,8168.652
POL52331,CUST12006,Vehicle,892705.0,33456.1,2024-01-02,2025-05-17,501,AGT5006,Active,45921.935
POL52332,CUST10727,Health,425092.0,16452.9,2020-11-13,2023-04-18,886,AGT5079,Lapsed,39937.724
POL52333,CUST12103,Health,457607.0,37716.3,2021-03-25,2024-06-22,1185,AGT5221,Cancelled,122448.81
POL52336,CUST11524,Term,769862.0,22392.6,2022-01-29,2023-04-20,446,AGT5033,Lapsed,27361.917
POL52338,CUST12189,Whole,742867.0,30205.0,2022-07-26,2023-04-22,270,AGT5083,Lapsed,22343.425
POL52339,CUST11669,Health,560542.0,4284.14,2022-08-04,2023-05-08,277,AGT5141,Cancelled,3251.251
POL52340,CUST11621,Whole,625400.0,10816.3,2023-12-17,2025-03-18,457,AGT5028,Active,13542.6
POL52341,CUST11782,Term,664432.0,48911.4,2023-12-12,2024-04-27,137,AGT5088,Active,18358.525
POL52343,CUST10014,Term,893937.0,35790.2,2023-10-16,2024-02-21,128,AGT5079,Cancelled,12551.084
POL52344,CUST11404,Property,699637.0,6037.9,2024-01-27,2025-01-30,369,AGT5188,Lapsed,6104.069
POL52345,CUST11466,Health,248359.0,7425.97,2023-02-03,2023-11-14,284,AGT5140,Lapsed,5778.015
POL52346,CUST10174,Whole,779110.0,20080.8,2024-07-13,2025-05-29,320,AGT5035,Lapsed,17605.085
POL52348,CUST10252,Term,741221.0,28773.3,2022-04-05,2022-04-15,10,AGT5280,Cancelled,788.31
POL52349,CUST11726,Term,934023.0,49305.5,2024-07-14,2025-05-30,320,AGT5059,Cancelled,43226.74
POL52351,CUST12256,Whole,511340.0,44419.9,2023-02-20,2023-06-22,122,AGT5151,Lapsed,14847.199
POL52352,CUST10544,Property,569282.0,21833.7,2022-07-20,2023-01-01,165,AGT5199,Cancelled,9870.029
POL52353,CUST11440,Whole,153542.0,40943.5,2021-06-12,2023-08-07,786,AGT5211,Active,88168.742
POL52354,CUST11815,Property,267211.0,14558.7,2023-10-06,2024-08-11,310,AGT5254,Active,12364.923
POL52355,CUST10957,Vehicle,384561.0,15829.5,2021-08-19,2022-02-15,180,AGT5108,Cancelled,7806.329
POL52357,CUST10274,Vehicle,270684.0,17195.6,2024-06-05,2024-12-07,185,AGT5083,Cancelled,8715.578
POL52358,CUST10286,Whole,884021.0,32536.8,2024-01-20,2024-05-13,114,AGT5107,Lapsed,10162.179
POL52359,CUST11678,Term,342694.0,4076.19,2023-10-03,2024-03-04,153,AGT5260,Lapsed,1708.65
POL52361,CUST10063,Whole,293537.0,14790.0,2020-10-13,2023-07-24,1014,AGT5219,Active,41087.836
POL52362,CUST11024,Property,240819.0,14761.2,2023-11-30,2024-12-15,381,AGT5188,Active,15408.266
POL52364,CUST12307,Vehicle,374031.0,26992.8,2021-05-03,2021-06-17,45,AGT5169,Cancelled,3327.879
POL52365,CUST11201,Vehicle,170438.0,27722.5,2023-06-06,2024-08-26,447,AGT5024,Active,33950.568
POL52366,CUST11579,Vehicle,323805.0,15655.2,2022-03-10,2025-04-16,1133,AGT5183,Lapsed,48595.456
POL52367,CUST10241,Term,820198.0,37044.6,2022-01-02,2023-12-10,707,AGT5150,Active,71754.883
POL52368,CUST11132,Term,656213.0,43735.1,2020-11-03,2022-10-14,710,AGT5267,Active,85073.756
POL52369,CUST11050,Health,465574.0,14704.7,2023-05-03,2023-11-30,211,AGT5049,Active,8500.525
POL52370,CUST12194,Whole,263197.0,37760.1,2024-02-17,2025-03-29,406,AGT5080,Active,42001.645
POL52371,CUST10707,Vehicle,583589.0,24069.7,2020-08-22,2021-12-29,494,AGT5202,Active,32576.525
POL52372,CUST12471,Vehicle,734585.0,11571.7,2022-09-03,2023-05-27,266,AGT5144,Active,8433.075
POL52374,CUST10061,Health,321836.0,15533.5,2024-05-29,2025-05-07,343,AGT5119,Lapsed,14597.234
POL52375,CUST11011,Health,851610.0,22841.9,2020-09-12,2024-01-23,1228,AGT5162,Active,76848.913
POL52377,CUST11285,Property,190797.0,30549.2,2022-11-05,2024-10-13,708,AGT5188,Active,59257.078
POL52380,CUST11622,Term,893175.0,13659.5,2022-12-09,2023-11-15,341,AGT5240,Active,12761.341
POL52381,CUST10119,Term,191993.0,44407.8,2021-09-14,2024-08-05,1056,AGT5238,Active,128478.457
POL52382,CUST10482,Term,495867.0,8893.85,2022-04-10,2023-05-11,396,AGT5082,Active,9649.218
POL52384,CUST12238,Whole,273449.0,32450.7,2023-07-13,2024-12-12,518,AGT5018,Cancelled,46053.322
POL52385,CUST10909,Term,429320.0,44026.7,2023-12-07,2025-01-26,416,AGT5161,Lapsed,50178.376
